Numerical
LX_PMU_P1FWM_ENGINE_SPEED_TORQUE_H_Y_INDEX_3
LX_PMU_P1FWM_ENGINE_SPEED_TORQUE_H_Y_INDEX_4
LX_PMU_P1FWM_ENGINE_SPEED_TORQUE_H_Y_INDEX_5
LX_PMU_P1FWM_ENGINE_SPEED_TORQUE_H_Y_INDEX_6
LX_PMU_P1FWM_ENGINE_SPEED_TORQUE_H_Y_INDEX_7
LX_PMU_P1FWM_ENGINE_SPEED_TORQUE_H_Y_INDEX_8
LX_PMU_P1FWM_ENGINE_SPEED_TORQUE_H_Y_INDEX_9
LX_PSC_P1AP5_GEAR_LEVER_AUTOMATIC_DISTANCE
LX_PSC_P1AP6_GEAR_LEVER_MANUAL_DISTANCE
LX_PSC_P1APL_CLUTCH_TIME_DISENGAGED
LX_PSC_P1APP_GEAR_LEVER_AUTOMATIC_TIME
LX_PSC_P1APQ_GEAR_LEVER_MANUAL_TIME
LX_PSC_P1APU_CLUTCH_NUMBER_DISENGAGES
LX_PSC_P1AQ1_LEVER_MOVED_FROM_AUTO_TO_MAN
LX_PSC_P1AQ2_PRESS_UP_AUTO
LX_PSC_P1AQ3_PRESS_DOWN_AUTO
LX_PSC_P1AQ4_PRESS_UP_MANUAL
LX_PSC_P1AQ5_PRESS_DOWN_MANUAL
LX_PSC_P1AQ7_ENTERED_BACKUP_MODE
LX_PSC_P1AQD_GEARBOX_MOVEMENT_GEAR1R_GEAR1
LX_PSC_P1AQE_GEARBOX_MOVEMENT_GEAR1R_GEARR
LX_PSC_P1AQF_GEARBOX_MOVEMENT_GEAR1R_NEUTRA
LX_PSC_P1AQG_GEARBOX_MOVEMENT_GEAR23_GEAR2
LX_PSC_P1AQH_GEARBOX_MOVEMENT_GEAR23_GEAR3
LX_PSC_P1AQI_GEARBOX_MOVEMENT_GEAR23_NEUTRA
LX_PSC_P1AQJ_GEARBOX_MOVEMENT_SPLIT_DIRECT
LX_PSC_P1AQK_GEARBOX_MOVEMENT_SPLIT_INDIREC
LX_PSC_P1AQL_GEARBOX_MOVEMENT_SPLIT_NEUTRAL
LX_PSC_P1AQM_GEARBOX_MOVEMENT_RANGE_LOW
LX_PSC_P1AQN_GEARBOX_MOVEMENT_RANGE_HIGH
LX_PSC_P1AQO_POWER_MODE_TIME
LX_PSC_P1AQP_POWER_MODE_DISTANCE
LX_PSC_P1AQQ_POWER_MODE_FUEL
LX_PSC_P1AQR_BRAKE_MODE_TIME
LX_PSC_P1AQT_ECOROLL_ENABLED_TIME
LX_PSC_P1AQU_ECOROLL_ACTIVE_TIME
LX_PSC_P1AQV_ECOROLL_ENABLED_DISTANCE
LX_PSC_P1AQW_ECOROLL_ACTIVE_DISTANCE
LX_PSC_P1AQX_ENTERED_ECONOMY_MODE
LX_PSC_P1AQY_ENTERED_POWER_MODE
LX_PSC_P1AQZ_ENTERED_BRAKE_MODE
LX_PSC_P1ARB_ECONOMY_MODE_TIME
LX_PSC_P1ARC_ECONOMY_MODE_DISTANCE
LX_PSC_P1ARD_ECONOMY_MODE_FUEL
LX_PSC_P1ARL_BRAKE_MODE_DISTANCE
LX_PSC_P1ARN_CLUTCH_NUMBER_SLIP_ABUSE
LX_PSC_P1AS2_MAIN_LOG_BRAKE_DISTANCE
LX_PSC_P1AS3_MAIN_LOG_COASTING_DISTANCE
LX_PSC_P1AS4_MAIN_LOG_ECON_DISTANCE
LX_PSC_P1AS5_MAIN_LOG_PEDAL_DISTANCE
LX_PSC_P1AS6_MAIN_LOG_PTO_DISTANCE
LX_PSC_P1AS7_MAIN_LOG_ROAD_SPEED_LIMIT_DIST
LX_PSC_P1AS9_MAIN_LOG_BRAKE_TIME
LX_PSC_P1ASH_COOLANT_PUMP_NUMBER_OF_ACTIVAT
LX_PSC_P1ASI_COOLANT_PUMP_ACTIVATION_TIME
LX_PSC_P1ASP_MAIN_LOG_CRUISE_DISTANCE
LX_PSC_P1ASQ_MAIN_LOG_CRUISE_FUEL
LX_PSC_P1ASR_MAIN_LOG_CRUISE_TIME
LX_PSC_P1AST_MAIN_LOG_DRIVE_DISTANCE
LX_PSC_P1ASU_MAIN_LOG_DRIVE_FUEL
LX_PSC_P1ASV_MAIN_LOG_DRIVE_TIME
LX_PSC_P1ASW_MAIN_LOG_IDLE_FUEL
LX_PSC_P1ASX_MAIN_LOG_PTO_FUEL
LX_PSC_P1ATA_MAIN_LOG_COASTING_TIME
LX_PSC_P1ATB_MAIN_LOG_CUSTOMER_ENGINE_SPEED
LX_PSC_P1ATC_MAIN_LOG_CUSTOMER_VEHICLE_SPEE
LX_PSC_P1ATD_MAIN_LOG_ECONOMICAL_TIME
LX_PSC_P1ATE_MAIN_LOG_IDLE_TIME
LX_PSC_P1ATF_MAIN_LOG_KEY_ON_TIME
LX_PSC_P1ATG_MAIN_LOG_PEDAL_TIME
LX_PSC_P1ATH_MAIN_LOG_PTO_TIME
LX_PSC_P1ATI_MAIN_LOG_ROAD_SPEED_LIMIT_TIME
LX_PSC_P1ATJ_MAIN_LOG_VTC_ENGINE_SPEED_TIME
LX_PSC_P1ATK_MAIN_LOG_ECONOMICAL_FUEL
LX_PSC_P1ATL_MAIN_LOG_PEDAL_FUEL
LX_PSC_P1ATM_MAIN_LOG_ROAD_SPEED_LIMIT_FUEL
LX_PSC_P1ATN_MAIN_LOG_VTC_ENGINE_SPEED_FUEL
LX_PSC_P1ATO_MAIN_LOG_TOTAL_ENERGY
LX_PSC_P1BB0_TOTAL_ENGINE_TIME
LX_PSC_P1BBV_DISTANCE_IN_TOP_GEAR
LX_PSC_P1BBW_FUEL_IN_TOP_GEAR
LX_PSC_P1BBX_TIME_IN_TOP_GEAR
LX_PSC_P1BBZ_TOTAL_ENGINE_REVOLUTIONS
LX_PSC_P1C5K_BRAKING_WITH_BIG_DECELERATION
LX_PSC_P1E0N_TOTAL_NUMBER_OF_PARK_BRAKE_MAN
LX_PSC_P1E0O_TOTAL_NUMBER_OF_PARK_BRAKE_MAN
LX_PSC_P1E0P_TOTAL_NUMBER_OF_AUTOMATIC_PARK
LX_PSC_P1E0Q_TOTAL_NUMBER_OF_AUTOMATIC_PARK
LX_PSC_P1E8Y_TOTAL_NUMBER_OF_PARK_BRAKE_APP
LX_PSC_P1EVS_CLUTCH_PLATE_WEAR
LX_PSC_P1FUN_NUMBER_OF_ENGINE_STARTS_DURING
LX_PSC_P1FUO_NUMBER_OF_STARTER_ACTIVATION_D
LX_PSC_P1FXC_UREA_SYSTEM_ERROR_COUNT_LOG
LX_PSC_P1FXD_TIME_WITH_UREA_SYSTEM_ERROR_LO
LX_PSC_P1FY7_TOP_GEAR_1_MODE_TOTAL_DISTANCE
LX_PSC_P1FY8_TOP_GEAR_1_MODE_TOTAL_FUEL
LX_PSC_P1FY9_TOP_GEAR_1_MODE_TOTAL_TIME
LX_PSC_P1FYO_TOTAL_TIME_IN_IDLE_MODE_PTO
LX_PSC_P1I80_TOP_VALUE_OF_ENGINE_SPEED_IN_O
LX_PSC_P1IPV_INJECTED_UREA_TOTAL_MASS
LX_PSC_P1IPX_TOTAL_INJECTED_UREA__L
LX_PSC_P1IT0_AFTERTREATMENT_REGENERATION_IN
LX_PSC_P1IT1_AFTERTREATMENT_REGENERATION_IN
LX_PSC_P1ITX_FUEL_CONSUMPTION_DURING_MOVING
LX_PSC_P1IV0_AIR_PRODUCTION_MODULATOR_HEATE
LX_PSC_P1J63_ELECTRONIC_STABILITY_PROGRAMES
LX_PSC_P1J65_BRAKE_ASSIST_DATA
LX_PSC_P1JR3_AUTOMATIC_SULPHUR_FUEL_REGENER
LX_PSC_P1MNF_COMPRESSOR_LOAD_PHASE_COUNTER
LX_PST_P1B2W_87_ELLOWIDLESPEEDVEHICLESTOPPEDTI
LX_PST_P1B2W_88_ELLOWIDLESPEEDVEHICLESTOPPEDFU
LX_PST_P1B3A_2156_BCLVEHICLEMODEACCESSORYTIME_LO
LX_PST_P1B3A_329_BCLVEHICLEMODELIVINGTIME_LOG
LX_PST_P1B3A_331_BCLVEHICLEMODEPRERUNNINGTIME_L
LX_PST_P1B3A_332_BCLVEHICLEMODECRANKINGTIME_LOG
LX_PST_P1B3C_62_ELENGINEGREENAREATIME_LOG
LX_PST_P1B3C_63_ELENGINEGREENAREAFUEL_LOG
LX_PST_P1B3C_64_ELENGINEGREENAREADISTANCE_LOG
LX_PST_P1B3C_65_ELENGINEGREENAREATORQUETIME_LO
LX_PST_P1B3C_66_ELENGINEGREENAREATORQUEFUEL_LO
LX_PST_P1B3C_67_ELENGINEGREENAREATORQUEDISTANC
LX_PST_P1B3R_59_ELFUELCONSUMPTIONPTO_LOG
LX_PST_P1B3R_60_ELFUELCONSUMPTIONVEHICLERUNNIN
LX_PST_P1B3R_61_ELFUELCONSUMPTIONVEHICLESTOPPE
LX_PST_P1C2O_362_VDLCOMPRDISJUNCTIONTIME_LOG
LX_PST_P1C2O_363_VDLCOMPRCONJUNCTIONNOTTRACTION
LX_PST_P1C2O_364_VDLCOMPRCONJUNCTIONTRACTIONTIM
LX_PST_P1C3B_124_VDLOVERSPEEDCOUNTER_LOG
LX_PST_P1C3B_125_VDLOVERSPEEDTIME_LOG
LX_PST_P1C3B_126_VDLOVERSPEEDFUEL_LOG
LX_PST_P1C3B_127_VDLOVERSPEEDDISTANCE_LOG
LX_PST_P1C3B_129_VDLOVERSPEEDMAX_LOG
LX_PST_P1E0L_1072_MV3
LX_PST_P1E0L_1073_MV4
LX_PST_P1E0L_1074_MV5
LX_PST_P1E1E_812_TAV_COMP
LX_PST_P1E1E_813_OPERATION_TIME
LX_PST_P1EM9_11_PMAIRDRYERCARTRIDGERESETCALEND
LX_PST_P1EM9_12_PMAIRDRYERCARTRIDGERESETVEHICL
LX_PST_P1EM9_13_PMAIRDRYERCARTRIDGERESETENGINE
LX_PST_P1H6B_133_OBDCOND
LX_PST_P1H6B_134_IGNCNTR
LX_PST_P1H6B_136_HCCATCOND
LX_PST_P1H6B_137_NCATCOMP
LX_PST_P1H6B_138_NCATCOND
LX_PST_P1H6B_141_PMCOMP
LX_PST_P1H6B_142_PMCOND
LX_PST_P1H6B_143_EGSCOMP
LX_PST_P1H6B_144_EGSCOND
LX_PST_P1H6B_145_EGRCOMP
LX_PST_P1H6B_146_EGRCOND
LX_PST_P1H6B_147_BPCOMP
LX_PST_P1H6B_148_BPCOND
LX_PST_P1H6B_149_FUELCOMP
LX_PST_P1H6B_150_FUELCOND
LX_TOTAL_VEHICLE_DISTANCE_RULE_BASED
X_PST_P1H6B_135_HCCATCOMP
X_PST_P1ENC_21_PMLININGWEARMONITOR_LOG
X_PST_P1ENC_19_PMLININGWEARAXLENUMBER_LOG
X_PST_P1ENC_18_PMLININGWEARPREDICTIVEMILEAGE_
X_PST_P1EM9_16_PMAIRDRYERCARTRIDGEMONITOR_LOG
X_PST_P1EM9_15_PMAIRDRYERCARTRIDGEPERCENTAGEW
X_PST_P1EM9_14_PMAIRDRYERCARTRIDGEPREDICTIVEM
X_PST_P1E1E_811_COMP_DUTY_CYCLE
X_PST_P1E1D_1076_MILEAGE_CARTRIDGE_N1
X_PST_P1E1D_1075_TAV_CARTRIDGE_N1
X_PST_P1C2O_365_VDLCOMPRTOTALTIME_LOG
X_PST_P1C2J_527_TLDRIVINGMONSYSTEMRECOMMENDEDG
X_PSC_P1LJQ_ADBLUE_ADAPTION_FACTOR_INITIAL
X_PSC_P1KOA_SPECIFIC_NOX_EMISSIONS_AT_EXHA
X_PSC_P1K8T_NUMBER_OF_SUCCESSIVE_INTERRUPT
X_PSC_P1K8S_NUMBER_OF_SUCCESSIVE_FAILED_RE
X_PSC_P1JRY_AUTOMATIC_SOOT_KF_REGENERATION
X_PSC_P1JRX_AUTOMATIC_SOOT_PM_REGENERATION
X_PSC_P1JRW_AUTOMATIC_SOOT_TIME_REGENERATI
X_PSC_P1JRU_AUTOMATIC_SOOT_DISTANCE_REGENE
X_PSC_P1JRT_PARKED_SULPHUR_REGENERATION_TR
X_PSC_P1JRQ_PARKED_SOOT_REGENERATION_TRIGG
X_PSC_P1JR5_AUTOMATIC_SULPHUR_DPF_REGENERA
X_PSC_P1JR2_AUTOMATIC_HC_DPF_REGENERATION_
X_PSC_P1JR0_AUTOMATIC_CRYSTALS_REGENERATIO
X_PSC_P1JBT_SCR_OPERATOR_INDUCEMENT_REASON
X_PSC_P1JBN_UREA_ADAPTION_FACTOR_NWM_PARAM
X_PSC_P1JBM_UREA_ADAPTION_NWM_PARAMERTER_1
X_PSC_P1JBL_UREA_ADAPTION_NWM_PARAMERTER_1
X_PSC_P1JBK_UREA_ADAPTION_NWM_PARAMERTER_1
X_PSC_P1JBJ_UREA_ADAPTION_NWM_PARAMERTER_1
X_PSC_P1JBI_UREA_ADAPTION_NWM_PARAMERTER_1
X_PSC_P1JBH_UREA_ADAPTION_NWM_PARAMERTER_1
X_PSC_P1JBG_UREA_ADAPTION_NWM_PARAMERTER_9
X_PSC_P1JBF_UREA_ADAPTION_NWM_PARAMERTER_8
X_PSC_P1JBE_UREA_ADAPTION_NWM_PARAMERTER_7
X_PSC_P1JBD_UREA_ADAPTION_NWM_PARAMERTER_6
X_PSC_P1JBC_UREA_ADAPTION_NWM_PARAMERTER_5
X_PSC_P1JBB_UREA_ADAPTION_NWM_PARAMERTER_4
X_PSC_P1JBA_UREA_ADAPTION_NWM_PARAMERTER_3
X_PSC_P1JAZ_RATED_ENGINE_POWER
X_PSC_P1JA9_UREA_ADAPTION_NWM_PARAMERTER_2
X_PSC_P1JA8_UREA_ADAPTION_NWM_PARAMERTER_1
X_PSC_P1ITY_NUMBER_OF_PARKED_REGENERATIONS
X_PSC_P1ITW_FUEL_CONSUMPTION_DURING_PARKED
X_PSC_P1IT7_NUMBER_OF_TIMES_THE_ESTIMATED_
X_PSC_P1IT2_AFTERTREATMENT_REGENERATION_IN
X_PSC_P1IPO_MINIMUM_UREA_QUALITY_MASS__AT_
X_PSC_P1IPN_MAXIMUM_UREA_QUALITY_MASS__AT_
X_PSC_P1IPM_UREA_QUALITY_MASS_SAVED_AT_POW
X_PSC_P1IOY_SOOT_MASS_REPORTED_BY_KALMAN_F
X_PSC_P1I9E_NUMBER_OF_TIMES_THE_WATER_IN_F
X_PSC_P1HUB_SOFT_CRUISE_ENABLE
X_PSC_P1HTM_SOOT_LEVEL
X_PSC_P1FXO_YAXIS_OF_EXHAUST_TEMPERATURE_1
X_PSC_P1F0I_ENGINE_INTAKE_AIR_MASS_FLOW_RA
X_PSC_P1EZH_TOTAL_NUMBER_OF_TRAILER_TEST_A
X_PSC_P1EII_WFACTOR
X_PSC_P1E0I_AIR_PRODUCTION_MODULATOR_CARTR
X_PSC_P1E09_VEHICLE_AIR_LEAKAGE_ESTIMATED
X_PSC_P1C04_VEHICLE_WEIGHT_WITH_TRAILER_ME
X_PSC_P1BVS_IDLE_SHUTDOWN_IDLE_TIMER_VALUE
X_PSC_P1B99_AIR_PRODUCTION_MODULATOR_TOTAL
X_PSC_P1ATX_OIL_STATUS
X_PSC_P1ATV_OIL_LIFE_AT_PAST_DUE
X_PSC_P1ATS_OIL_DEGRADATION_LAST_OLC_HOURS
X_PSC_P1ATR_OIL_DEGRADATION_LAST_OLC_DISTA
X_PSC_P1ARM_KICKDOWN_MODE_DISTANCE
X_PSC_P1ARA_ENTERED_DYNAMOMETER_MODE
X_PSC_P1AQS_KICKDOWN_MODE_TIME
X_PSC_P1AQ9_ENTERED_FAULTY_GEARBOX_MODE
X_PSC_P1AQ8_ENTERED_NO_SPEED_MODE
X_PSC_P1AQ6_ENTERED_LIMPHOME_MODE
X_PSC_P1AQ0_ENTERED_KICKDOWN_MODE
X_PSC_P1AOD_DIFF_RSL_MAX_VSPD_NEXT_HIGHEST
X_PSC_P1AL0_DIFFERENTIATED_RSL_ENABLE
X_PSC_P1AFR_OUTDOOR_TEMPERATURE
X_PMU_P1FWM_ENGINE_SPEED_TORQUE_H_Y_INDEX_20
X_PMU_P1FWM_ENGINE_SPEED_TORQUE_H_Y_INDEX_19
X_PMU_P1FWM_ENGINE_SPEED_TORQUE_H_Y_INDEX_18
X_PMU_P1FWM_ENGINE_SPEED_TORQUE_H_X_INDEX_20
X_PMU_P1FWM_ENGINE_SPEED_TORQUE_H_X_INDEX_19
X_PMU_P1FWM_ENGINE_SPEED_TORQUE_H_X_INDEX_18
X_PMU_P1FH1_SLOPE_X_INDEX_32
X_PMU_P1FH1_SLOPE_X_INDEX_1
AGE_MONTHS
AGE_YEARS
SLX_PSC_P1APL_CLUTCH_TIME_DISENGAGED
SLX_PSC_P1APU_CLUTCH_NUMBER_DISENGAGES
SLX_PSC_P1AQ1_LEVER_MOVED_FROM_AUTO_TO_MAN
SLX_PSC_P1AQ7_ENTERED_BACKUP_MODE
SLX_PSC_P1AQE_GEARBOX_MOVEMENT_GEAR1R_GEARR
SLX_PSC_P1AQG_GEARBOX_MOVEMENT_GEAR23_GEAR2
SLX_PSC_P1AQP_POWER_MODE_DISTANCE
SLX_PSC_P1AQQ_POWER_MODE_FUEL
SLX_PSC_P1AQR_BRAKE_MODE_TIME
SLX_PSC_P1AQU_ECOROLL_ACTIVE_TIME
SLX_PSC_P1AQX_ENTERED_ECONOMY_MODE
SLX_PSC_P1AQY_ENTERED_POWER_MODE
SLX_PSC_P1AQZ_ENTERED_BRAKE_MODE
SLX_PSC_P1ARB_ECONOMY_MODE_TIME
SLX_PSC_P1ARL_BRAKE_MODE_DISTANCE
SLX_PSC_P1ARN_CLUTCH_NUMBER_SLIP_ABUSE
SLX_PSC_P1AS4_MAIN_LOG_ECON_DISTANCE
SLX_PSC_P1AS6_MAIN_LOG_PTO_DISTANCE
SLX_PSC_P1AS9_MAIN_LOG_BRAKE_TIME
SLX_PSC_P1ASQ_MAIN_LOG_CRUISE_FUEL
SLX_PSC_P1ASR_MAIN_LOG_CRUISE_TIME
SLX_PSC_P1ASV_MAIN_LOG_DRIVE_TIME
SLX_PSC_P1ASW_MAIN_LOG_IDLE_FUEL
SLX_PSC_P1ATE_MAIN_LOG_IDLE_TIME
SLX_PSC_P1ATH_MAIN_LOG_PTO_TIME
SLX_PSC_P1ATJ_MAIN_LOG_VTC_ENGINE_SPEED_TIME
SLX_PSC_P1ATN_MAIN_LOG_VTC_ENGINE_SPEED_FUEL
SLX_PSC_P1BB0_TOTAL_ENGINE_TIME
SLX_PSC_P1BBX_TIME_IN_TOP_GEAR
SLX_PSC_P1BBY_TOTAL_FUEL_CONSUMPTION
SLX_PSC_P1E0O_TOTAL_NUMBER_OF_PARK_BRAKE_MAN
SLX_PSC_P1E0P_TOTAL_NUMBER_OF_AUTOMATIC_PARK
SLX_PSC_P1E0Q_TOTAL_NUMBER_OF_AUTOMATIC_PARK
SLX_PSC_P1E8Y_TOTAL_NUMBER_OF_PARK_BRAKE_APP
SLX_PSC_P1EVS_CLUTCH_PLATE_WEAR
SLX_PSC_P1FXC_UREA_SYSTEM_ERROR_COUNT_LOG
SLX_PSC_P1FY7_TOP_GEAR_1_MODE_TOTAL_DISTANCE
SLX_PSC_P1IPV_INJECTED_UREA_TOTAL_MASS
SLX_PSC_P1IPX_TOTAL_INJECTED_UREA__L
SLX_PSC_P1ITX_FUEL_CONSUMPTION_DURING_MOVING
SLX_PSC_P1JR3_AUTOMATIC_SULPHUR_FUEL_REGENER
SLX_PST_P1E1E_813_OPERATION_TIME
SLX_TOTAL_VEHICLE_DISTANCE_RULE_BASED
SX_PSC_P1ITY_NUMBER_OF_PARKED_REGENERATIONS
SX_PSC_P1ITW_FUEL_CONSUMPTION_DURING_PARKED
SX_PSC_P1ARA_ENTERED_DYNAMOMETER_MODE
SX_PSC_P1AQS_KICKDOWN_MODE_TIME
SX_PSC_P1AQ9_ENTERED_FAULTY_GEARBOX_MODE
SX_PSC_P1AQ8_ENTERED_NO_SPEED_MODE
SX_PSC_P1AQ6_ENTERED_LIMPHOME_MODE
SX_PSC_P1AQ0_ENTERED_KICKDOWN_MODE
SLX_PFE_0001_FUEL_OVER_MILEAGE
SLX_PFE_0002_PTO_OVER_ENGINETIME
SLX_PFE_0003_IDLE_OVER_ENGINETIME
SLX_PFE_0004_UREA_OVER_FUEL
SLX_PFE_0005_CLUTCH_OVER_MILEAGE
SLX_PFE_0006_PARK_OVER_MILAGE
SLX_PFE_0007_PCT_DISTANCE_IN_AUTOMATIC_MODE
SLX_PFE_0008_NBR_OF_GEARSHIFTS
SLX_PFE_0009_PCT_TOP_GEAR
LX_PSC_P1BBY_TOTAL_FUEL_CONSUMPTION
